created_at;display_name;hero_archetypes;icon;id;image_style;is_active;merchant_facing;palette_hints;prompt_addendum;section_priority;sort_order;subcategory;updated_at;vertical;vocabulary
2026-05-19 09:06:07.378889+00;Incense & Fragrances;;;5f0b025a-35e3-4c3f-a727-5a51eda06c7e;incense smoke, ritual scenes;true;true;warm amber, deep brown;Agarbatti, dhoop, candles.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""collection_showcase"",""newsletter""]";243;incense;2026-05-19 09:06:07.378889+00;religious;Pure, sandalwood, ritual
2026-05-19 09:06:07.378889+00;Islamic Products;;;922df124-6bd9-4390-949b-f84fd2a0a3ab;islamic geometric, soft light;true;true;deep emerald, ivory, gold;Quran, prayer mats, dates.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";244;islamic;2026-05-19 09:06:07.378889+00;religious;Halal, blessed, family
2026-05-19 09:06:07.378889+00;Christian Products;;;072bdfba-a119-478e-bdb9-4fd133ab0f72;soft chapel lighting;true;true;soft white, deep red;Bibles, crosses, rosaries.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";245;christian;2026-05-19 09:06:07.378889+00;religious;Faith, blessed, family
2026-05-19 09:06:07.378889+00;Sikh Products;;;70f841d0-5082-419e-87fb-c196aff806e0;gurudwara warmth;true;true;deep saffron, navy;Religious items, books.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";246;sikh;2026-05-19 09:06:07.378889+00;religious;Waheguru, blessed, sangat
2026-05-19 09:06:07.378889+00;Jain Products;;;3df5175d-a1f3-4728-a196-b62acf380d33;soft jain temple imagery;true;true;ivory, gold;Religious items, books.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""newsletter""]";247;jain;2026-05-19 09:06:07.378889+00;religious;Sacred, ahimsa, blessed
2026-05-19 09:06:07.378889+00;Seeds;;;876dfa04-173f-43f2-802b-0684655aad23;seed close-ups, fields;true;true;leaf green, earth brown;Vegetable, flower, hybrid seeds.;"[""announcement_bar"",""hero"",""featured_products"",""category_grid"",""image_with_text"",""trust_badges"",""newsletter""]";260;seeds;2026-05-19 09:06:07.378889+00;agri;Hybrid, organic, germination
2026-05-19 09:06:07.378889+00;Farming Tools;;;054c1112-bdc1-4b46-af08-05a92b9490f5;farm equipment in action;true;true;steel grey, deep green;Implements, irrigation gear.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""newsletter""]";261;farming-tools;2026-05-19 09:06:07.378889+00;agri;Durable, ergonomic, efficient
2026-05-19 09:06:07.378889+00;Dairy Equipment;;;5161b05a-b8eb-432b-9f19-3b12d07af12b;dairy farm scenes;true;true;clean white, steel;Milking, processing machines.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""testimonials"",""newsletter""]";262;dairy-equipment;2026-05-19 09:06:07.378889+00;agri;Hygienic, efficient, FSSAI
2026-05-19 09:06:07.378889+00;Organic Inputs;;;3f3cb8d1-7b18-4d59-ad52-a4866d687a9c;organic field shots;true;true;sage green, earth;Bio-fertilisers, organic pesticides.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""testimonials"",""newsletter""]";263;organic-inputs;2026-05-19 09:06:07.378889+00;agri;Certified organic, chemical-free
2026-05-19 09:06:07.378889+00;Livestock Supplies;;;83944d1c-cbad-4d06-a361-98463ea009e3;farm and livestock;true;true;warm earth tones;Cattle feed, vet supplies.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""testimonials"",""newsletter""]";264;livestock;2026-05-19 09:06:07.378889+00;agri;Healthy, vet-approved, farm
2026-05-19 09:06:07.378889+00;Packaging Materials;;;e91415c3-b7c0-402b-95ff-6186210b54a7;warehouse, packaging lines;true;true;kraft brown, accent;Boxes, tape, bubble wrap.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""newsletter""]";280;packaging;2026-05-19 09:06:07.378889+00;b2b;Bulk, durable, custom
2026-05-19 09:06:07.378889+00;Safety Gear;;;94fbc760-7812-47c3-80fd-7fdfd49d48aa;worker safety scenes;true;true;high-vis yellow, charcoal;PPE, helmets, gloves.;"[""announcement_bar"",""hero"",""featured_products"",""trust_badges"",""testimonials"",""newsletter""]";281;safety-gear;2026-05-19 09:06:07.378889+00;b2b;Certified, ISI, safety-first
2026-05-19 09:06:07.378889+00;MRO Tools;;;e25c6d0e-0447-4681-95a4-a63e186efea9;tool wall, workshop;true;true;industrial blue, steel;Maintenance, repair tools.;"[""announcement_bar"",""hero"",""featured_products"",""category_grid"",""trust_badges"",""newsletter""]";282;mro-tools;2026-05-19 09:06:07.378889+00;b2b;Industrial-grade, MRO, reliable
2026-05-19 09:06:07.378889+00;Office Furniture;;;ba9715f5-31e2-4254-a849-67a00f81f2bb;modern office interiors;true;true;soft grey, accent;Workstation, chairs, storage.;"[""announcement_bar"",""hero"",""collection_showcase"",""featured_products"",""image_with_text"",""trust_badges"",""newsletter""]";283;office-furniture;2026-05-19 09:06:07.378889+00;b2b;Ergonomic, modular, modern office
2026-05-19 09:06:07.378889+00;Hospitality Supplies;;;2da26c11-b6f5-49b2-90d8-5c1a18cd2f8a;hotel and dining scenes;true;true;warm ivory, deep navy;Hotel, restaurant supplies.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""collection_showcase"",""newsletter""]";284;hospitality;2026-05-19 09:06:07.378889+00;b2b;Hotel-grade, durable, presentation
2026-05-19 09:06:07.378889+00;Musical Instruments;;;50628e36-480b-4ef8-89ff-ab696fbf6b2f;musicians playing, instrument close-ups;true;true;warm walnut, deep red;Guitars, keyboards, traditional.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""collection_showcase"",""testimonials"",""newsletter""]";300;musical;2026-05-19 09:06:07.378889+00;hobby;Tone, craftsmanship, players
2026-05-19 09:06:07.378889+00;Photography Gear;;;03504bb2-ec94-4408-a657-6b4fdd132cc2;camera setups, sample work;true;true;matte black, accent;Cameras, lenses, accessories.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""collection_showcase"",""newsletter""]";301;photography;2026-05-19 09:06:07.378889+00;hobby;Frame, prime, aperture
2026-05-19 09:06:07.378889+00;Model Kits;;;7eeac06e-af26-46a4-a7a8-627d55d6ba03;assembled model close-ups;true;true;vibrant accent, deep grey;Scale models, RC cars, dioramas.;"[""announcement_bar"",""hero"",""featured_products"",""collection_showcase"",""image_with_text"",""newsletter""]";302;model-kits;2026-05-19 09:06:07.378889+00;hobby;Detailed, scale, build
2026-05-19 09:06:07.378889+00;Collectibles;;;96ed0925-65c7-4441-a858-c3d94230df6a;curated collection shots;true;true;warm parchment, deep red;Coins, stamps, memorabilia.;"[""announcement_bar"",""hero"",""featured_products"",""collection_showcase"",""image_with_text"",""newsletter""]";303;collectibles;2026-05-19 09:06:07.378889+00;hobby;Rare, authentic, mint
2026-05-19 09:06:07.378889+00;Board Games;;;f46aacee-44f0-4efa-9538-32c550d25791;game-night scenes;true;true;rich teal, warm orange;Strategy, family, party games.;"[""announcement_bar"",""hero"",""featured_products"",""collection_showcase"",""testimonials"",""newsletter""]";304;board-games;2026-05-19 09:06:07.378889+00;hobby;Family, strategy, replayable
2026-05-19 09:06:07.378889+00;Fishing Gear;;;cdb2469b-4033-4403-877a-4340ffea0caa;lakeside, fishing action;true;true;deep ocean blue;Rods, reels, tackle.;"[""announcement_bar"",""hero"",""featured_products"",""image_with_text"",""trust_badges"",""newsletter""]";305;fishing;2026-05-19 09:06:07.378889+00;hobby;Outdoor, catch, gear-up
2026-05-19 09:06:07.378889+00;General Store;;;3e454c1e-85c5-486c-a46b-c7a34ad16d2c;clean lifestyle, mixed products;true;true;versatile neutrals;Multi-category retail store.;"[""announcement_bar"",""hero"",""featured_products"",""category_grid"",""testimonials"",""trust_badges"",""newsletter""]";999;general;2026-05-19 09:06:07.378889+00;general;Quality, value, trusted
